ID,Company_name,year,cgpa_criteria,branch_criteria,ce,entc,it,Male,Female,Total,sal_lpa
349,Ubisoft,2021 -22,NC,All (UG),0,3,0,1,2,3,7.5
350,Ubisoft,2019-20,NC,All (UG),0,0,0,0,0,0,7
351,UBS,2019-20,7.95,All (UG),6,0,2,6,2,8,8.5
352,UBS,2021 -22,7,All (UG),6,0,6,10,4,14,10
353,UBS,2021 -22,PPO,All (UG),3,0,0,3,0,3,10
354,UBS,2020 -21,7.95,All (UG),3,0,0,2,1,3,10
355,UBS,2020 -21,PPO,All (UG),2,0,1,3,0,3,10
356,udChalo,2019-20,7,CE & IT (UG),1,0,2,1,2,3,8.5
357,udChalo,2020 -21,6.5,All (UG),2,0,2,4,0,4,6.35
358,Unschool,2020 -21,NC,All (UG and PG),0,0,0,0,0,0,5
359,Uolo.com,2020 -21,6.82,CE & IT (UG),0,0,0,0,0,0,12
360,Valuefy,2019-20,6.82,All(UG),0,0,0,0,0,0,6
361,Valuence Holdings,2020 -21,NC,All (UG and PG),2,0,0,1,1,2,21.22
362,Varian Medical System,2021 -22,6.82,All (UG),0,1,0,0,1,1,8.5
363,Veras Retail,2021 -22,6.82,All (UG),0,1,0,1,0,1,7
364,Veritas,2019-20,6.82,CE & I T (UG),3,0,0,3,0,3,10.75
365,Veritas,2021 -22,6.82,CE & IT (UG),2,0,0,2,0,2,11.75
366,Veritas Technologies,2020 -21,6.82,CE & IT (UG),1,0,1,1,1,2,11.34
367,Vertical Fox,2020 -21,6.82,CE & IT (UG),1,0,1,2,0,2,6
368,Vodafone,2021 -22,6.82,All (UG),1,1,0,1,1,2,4.25
369,Vodafone,2019-20,6.82,All UG,0,11,1,7,5,12,4.25
370,Vodafone,2020 -21,6.82,All (UG),0,8,2,6,4,10,4.25
371,Wednesday Solutions,2020 -21,NC,CE & IT (UG and PG),1,0,2,3,0,3,6
372,Winjit Technologies,2020 -21,6.82,CE & IT (UG),0,0,1,0,1,1,4.5
373,Winjit Technologies,2019-20,6.82,CE & IT (UG),1,0,0,1,0,1,6.22
374,Wissen Technology,2019-20,7.5,All (UG),1,0,0,1,0,1,12
375,Xorient,2019-20,6.82,CE & IT (UG),0,0,0,0,0,0,4.5
376,Xpanxion,2019-20,6.82,All(UG),0,2,0,1,1,2,4.5
377,Yahoo (Japan),2019-20,7,All (UG and PG),1,0,0,1,0,1,34.82
378,Yardi,2020 -21,6.59,All (UG),7,11,7,10,15,25,4.5
379,Yardi,2019-20,6.82,All(UG),3,7,0,6,4,10,5
380,Zensar,2021 -22,6.82,All (UG),2,10,1,9,4,13,7
381,Zocdoc,2020 -21,6.82,All (UG),0,1,0,1,0,1,4.8
382,ZS Associates,2020 -21,PPO,All (UG),1,2,2,2,3,5,8.93
383,ZS Associates,2019-20,6.82,All (UG),9,5,5,13,6,19,8.9
384,ZS Associates,2021 -22,6.5,All (UG),4,6,7,7,10,17,12.5
385,ZS Associates,2021 -22,PPO,All (UG),0,1,0,1,0,1,12.5
386,ZS Associates,2020 -21,6.5,All (UG),14,6,4,16,8,24,8.93
